sample_index,end_date,target_date,pollutant,horizon_days,grid_id,lat,lon,prediction_convlstm,kriged_residual,prediction_corrected,kriging_variance,kriging_status
118,2024-12-16,2024-12-23,SO2,7,g_009_016,3.3475,-76.5175,2.967953681945801,-2.597936153411865,0.3700175285339355,113.79035949707033,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_017,3.3475,-76.5125,2.956780433654785,-2.5750229358673096,0.3817574977874756,113.96607208251952,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_018,3.3475,-76.5075,2.858360290527344,-2.5466248989105225,0.3117353916168213,114.45843505859376,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_019,3.3475,-76.5025,2.8759822845458984,-2.512979745864868,0.3630025386810303,115.28645324707033,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_020,3.3475,-76.4975,3.3053455352783203,-2.474292278289795,0.8310532569885254,116.4732666015625,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_021,3.3475,-76.49249999999999,3.636372566223145,-2.43071722984314,1.2056553363800049,118.04293823242188,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_022,3.3475,-76.4875,3.7616376876831055,-2.382342576980591,1.3792951107025146,120.01712036132812,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_023,3.3475,-76.4825,3.821346282958984,-2.329184532165528,1.492161750793457,122.41226196289062,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_024,3.3475,-76.47749999999999,3.803322792053223,-2.2711915969848637,1.5321311950683594,125.23762512207033,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_025,3.3475,-76.4725,3.812750816345215,-2.208257913589477,1.6044929027557373,128.4944305419922,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_026,3.3475,-76.4675,4.03700065612793,-2.1402432918548584,1.8967573642730715,132.1759033203125,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_027,3.3475,-76.46249999999999,4.650854110717773,-2.06699538230896,2.583858728408813,136.26829528808594,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_028,3.3475,-76.4575,5.599935531616211,-1.988372802734375,3.611562728881836,140.75221252441406,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_029,3.3475,-76.4525,6.124837875366211,-1.9042636156082156,4.220574259757996,145.6042938232422,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_030,3.3475,-76.44749999999999,5.839276313781738,-1.8145983219146729,4.024677991867065,150.79881286621094,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_031,3.3475,-76.4425,5.306450843811035,-1.7193574905395508,3.5870933532714844,156.30906677246094,ok
