grid_id,lat,lon,NO2_t1_pred,NO2_t1_var,NO2_t3_pred,NO2_t3_var,NO2_t7_pred,NO2_t7_var,SO2_t1_pred,SO2_t1_var,SO2_t3_pred,SO2_t3_var,SO2_t7_pred,SO2_t7_var,O3_t1_pred,O3_t1_var,O3_t3_pred,O3_t3_var,O3_t7_pred,O3_t7_var,cluster,mean_prediction_profile,max_prediction_profile,mean_uncertainty_profile
g_001_010,3.3075,-76.5475,8.781537055969238,49.275665283203125,7.961421966552734,45.98349380493164,8.619403839111328,49.26667404174805,1.2932443618774414,179.12191772460938,1.6412372589111328,184.3963928222656,1.5354256629943848,187.0830841064453,34.768600821495056,89.6734619140625,32.998331405222416,72.50528717041016,29.951863288879395,78.78069305419922,2,14.172340629001459,34.768600821495056,104.00962999131944
g_001_011,3.3075,-76.54249999999999,8.798047065734863,48.9227294921875,8.007341861724854,45.64423751831055,8.561859607696533,49.03981399536133,1.0852773189544678,177.7349395751953,1.5364370346069336,182.96578979492188,1.3013527393341064,185.63047790527344,34.29185962677002,89.41517639160156,32.59397600591183,72.38066864013672,29.56827640533448,78.55144500732422,2,13.971603074007565,34.29185962677002,103.36503092447917
g_001_012,3.3075,-76.5375,8.982101440429688,48.70915222167969,7.991817951202393,45.43893432617188,8.443471431732178,48.902587890625,1.0405607223510742,176.62542724609375,1.6075539588928225,181.8207244873047,1.1778573989868164,184.4675445556641,33.13669693470001,89.2264175415039,31.51098945736885,72.28742980957031,28.396987199783325,78.38469696044922,2,13.58755961060524,33.13669693470001,102.8736572265625
g_001_013,3.3075,-76.5325,9.275445938110352,48.63765335083008,7.961794376373291,45.37020492553711,8.423582553863525,48.85665893554688,1.2405283451080322,175.7923583984375,1.784503936767578,180.9601287841797,1.2696661949157717,183.59326171875,31.56399631500244,89.10746765136719,30.03891918063164,72.22574615478516,26.71279644966125,78.28067779541016,2,13.141248143381542,31.56399631500244,102.53601752387152
g_001_014,3.3075,-76.5275,9.553606986999512,48.70915222167969,7.928785800933838,45.43893432617188,8.490391254425049,48.902587890625,1.6778337955474854,175.23487854003906,2.0417609214782715,180.38311767578125,1.5917389392852783,183.00672912597656,30.16189444065094,89.05748748779297,28.64138752222061,72.19532775878906,25.15531754493713,78.2386245727539,2,12.804746356275347,30.16189444065094,102.35187106662326
g_001_015,3.3075,-76.5225,9.81059741973877,48.9227294921875,7.959835529327393,45.64423751831055,8.640458583831787,49.03981399536133,2.358830451965332,174.95252990722656,2.461930274963379,180.08920288085938,2.149570941925049,182.7074584960937,28.95302450656891,89.07456970214844,27.47367262840271,72.19542694091797,23.869331121444706,78.2568130493164,2,12.630805717574226,28.95302450656891,102.32030910915799
g_001_016,3.3075,-76.5175,10.194920539855955,49.275665283203125,8.061412811279297,45.98349380493164,8.962449073791504,49.26667404174805,3.193620204925537,174.9453582763672,3.0578484535217285,180.0784149169922,2.890768527984619,182.695556640625,27.350138306617737,89.15587615966797,26.04315549135208,72.22489166259766,22.31760883331299,78.33263397216797,2,12.452435804737938,27.350138306617737,102.43984052870009
g_001_017,3.3075,-76.5125,10.695235252380373,49.76362228393555,8.216287612915039,46.45252990722656,9.469663619995115,49.58051300048828,4.200076580047607,175.21405029296875,3.785599708557129,180.35145568847656,3.790520668029785,182.9717559814453,25.34705436229705,89.29780578613281,24.23641699552536,72.28225708007812,20.43382406234741,78.46280670166016,2,12.241630984677208,25.34705436229705,102.7085329691569
g_001_018,3.3075,-76.5075,11.166460037231444,50.38090515136719,8.437865257263184,47.04585647583008,10.055574417114258,49.97782897949219,5.385066270828247,175.75985717773438,4.622637748718262,180.9096069335937,4.941009521484375,183.53738403320312,23.74205112457276,89.49623107910156,22.67386358976364,72.36582946777344,18.99464511871338,78.64359283447266,2,12.224352565076616,23.74205112457276,103.12412134806316
g_001_019,3.3075,-76.5025,11.407395362854004,51.12075805664063,8.540020942687988,47.75696563720703,10.359674453735352,50.45446014404297,6.406377077102661,176.58448791503906,5.373167037963867,181.75457763671875,5.9847025871276855,184.3942413330078,23.167806386947632,89.7468032836914,22.02482795715332,72.4737777709961,18.538912057876587,78.87102508544922,2,12.422542651494345,23.167806386947632,103.68412187364366
g_001_020,3.3075,-76.4975,11.359018325805664,51.97568893432617,8.484251022338867,48.578651428222656,10.24436092376709,51.00577545166016,6.755510330200195,177.68984985351562,5.57432222366333,182.88833618164065,6.395589113235474,185.5443725585937,24.044288635253903,90.04512023925781,22.706271469593048,72.6042709350586,19.31589102745056,79.14111328125,2,12.764389230145348,24.044288635253903,104.38590876261394
g_001_021,3.3075,-76.49249999999999,11.080814361572266,52.937801361083984,8.360358715057373,49.50331497192383,9.886104106903076,51.62686538696289,6.363933563232422,179.07781982421875,5.288499355316162,184.3127899169922,6.0207436084747314,186.98976135253903,25.6548285484314,90.3870086669922,24.22178828716278,72.75553131103516,20.86186122894287,79.4500503540039,2,13.082103530565897,25.6548285484314,105.2267714606391
g_001_022,3.3075,-76.4875,10.81948709487915,53.99905776977539,8.36514663696289,50.523216247558594,9.60545015335083,52.312721252441406,5.592818737030029,180.7499084472656,4.731816291809082,186.0294952392578,5.2474448680877686,188.73204040527344,26.829002141952515,90.76861572265624,25.461334466934204,72.92591857910156,22.194464087486267,79.79436492919922,2,13.205218275388082,26.829002141952515,106.20392651028104
g_001_023,3.3075,-76.4825,10.846989154815674,55.15151596069336,8.424947738647461,51.63071441650391,9.606799602508543,53.05835723876953,4.996291160583496,182.7069549560547,4.334234714508057,188.039306640625,4.648805141448975,190.7721405029297,26.707300901412964,91.18655395507812,25.56857347488404,73.11393737792969,22.29891645908356,80.17097473144531,2,13.048095371988085,26.707300901412964,107.31449508666992
g_001_024,3.3075,-76.47749999999999,11.06909990310669,56.387508392333984,8.518958568572998,52.81843566894531,9.868248462677002,53.85893630981445,5.115814447402954,184.94891357421875,4.333290100097656,190.3421173095703,4.71842360496521,193.1100006103516,25.88953757286072,91.63790130615234,24.92013025283813,73.31832885742188,21.691962718963623,80.5772476196289,2,12.902829514609444,25.88953757286072,108.55548773871527
